CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-92960-4,system_settings_firewall_stealth_mode_enable,Enable Firewall Stealth Mode,"Firewall Stealth Mode _MUST_ be enabled.

When stealth mode is enabled, the Mac will not respond to any probing requests, and only requests from authorized applications will still be authorized.

[IMPORTANT]
====
Enabling firewall stealth mode may prevent certain remote mechanisms used for maintenance and compliance scanning from properly functioning. Information System Security Officers (ISSOs) are advised to first fully weigh the potential risks posed to their organization before opting not to enable stealth mode.
====
",Script,"profile=""$(/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.firewall')\
.objectForKey('EnableStealthMode').js
EOS
)""

plist=$(/usr/bin/defaults read /Library/Preferences/com.apple.alf stealthenabled 2>/dev/null)

if [[ ""$profile"" == ""true"" ]] && [[ $plist == 1 ]]; then
  echo ""true""
else
  echo ""false""
fi
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.security.firewall) payload type:

[source,xml]
----
<key>EnableStealthMode</key>
<true/>
<key>EnableFirewall</key>
<true/>
----

","CM-7
CM-7(1)
SC-7(16)
SC-7","03.04.06
03.13.01",,,,2.2.2 (level 1),"4.1
4.5
4.8","CM.L2-3.4.6
CM.L2-3.4.7
SC.L1-3.13.1",,,medium,
CCE-92961-2,system_settings_gatekeeper_identified_developers_allowed,Apply Gatekeeper Settings to Block Applications from Unidentified Developers,"The information system implements cryptographic mechanisms to authenticate software prior to installation.

Gatekeeper settings must be configured correctly to only allow the system to run applications downloaded from the Mac App Store or applications signed with a valid Apple Developer ID code. Administrator users will still have the option to override these settings on a per-app basis. Gatekeeper is a security feature that ensures that applications must be digitally signed by an Apple-issued certificate in order to run. Digital signatures allow the macOS to verify that the application has not been modified by a malicious third party.
",Script,"/usr/sbin/spctl --status --verbose | /usr/bin/grep -c ""developer id enabled""
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.control) payload type:

[source,xml]
----
<key>AllowIdentifiedDevelopers</key>
<true/>
<key>EnableAssessment</key>
<true/>
----

","CM-14
SI-7(15)
SI-7(1)",03.14.02,SRG-OS-000366-GPOS-00153,,APPL-14-002060,,,CM.L2-3.4.5,,CCI-001749,high,
CCE-92962-0,system_settings_gatekeeper_override_disallow,Configure Gatekeeper to Disallow End User Override,"Gatekeeper _MUST_ be configured with a configuration profile to prevent normal users from overriding its settings.

If users are allowed to disable Gatekeeper or set it to a less restrictive setting, malware could be introduced into the system.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.systempolicy.managed')\
.objectForKey('DisableOverride').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.managed) payload type:

[source,xml]
----
<key>DisableOverride</key>
<true/>
----

",SI-7(15),03.14.02,,,,,,CM.L2-3.4.5,,,medium,
CCE-92963-8,system_settings_guest_access_smb_disable,Disable Guest Access to Shared SMB Folders,"Guest access to shared Server Message Block (SMB) folders _MUST_ be disabled.

Turning off guest access prevents anonymous users from accessing files shared via SMB.
",Script,"/usr/bin/defaults read /Library/Preferences/SystemConfiguration/com.apple.smb.server AllowGuestAccess
",{'boolean': 0},"[source,bash]
----
/usr/sbin/sysadminctl -smbGuestAccess off
----
",,03.01.01,,,,2.12.2 (level 1),3.3,AC.L1-3.1.2,,,,
CCE-92964-6,system_settings_guest_account_disable,Disable the Guest Account,"Guest access _MUST_ be disabled.

Turning off guest access prevents anonymous users from accessing files.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('DisableGuestAccount'))
  let pref2 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('EnableGuestAccount'))
  if ( pref1 == true && pref2 == false ) {
    return(""true"")
  } else {
    return(""false"")
  }
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>DisableGuestAccount</key>
<true/>
<key>EnableGuestAccount</key>
<false/>
----

","AC-2
AC-2(9)",03.01.01,SRG-OS-000364-GPOS-00151,,APPL-14-002063,2.12.1 (level 1),"5.2
6.2
6.8",AC.L1-3.1.2,,CCI-001813,medium,
CCE-92965-3,system_settings_hot_corners_disable,Disable Hot Corners,"Hot corners _MUST_ be disabled.

The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image. Although hot comers can be used to initiate a session lock or to launch useful applications, they can also be configured to disable an automatic session lock from initiating. Such a configuration introduces the risk that a user might forget to manually lock the screen before stepping away from the computer.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -Ec '""wvous-bl-corner"" = 0|""wvous-br-corner"" = 0|""wvous-tl-corner"" = 0|""wvous-tr-corner"" = 0'
",{'integer': 4},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.dock) payload type:

[source,xml]
----
<key>wvous-bl-corner</key>
<integer>0</integer>
<key>wvous-br-corner</key>
<integer>0</integer>
<key>wvous-tr-corner</key>
<integer>0</integer>
<key>wvous-tl-corner</key>
<integer>0</integer>
----

",AC-11(1),03.01.10,SRG-OS-000031-GPOS-00012,,APPL-14-000007,,,AC.L2-3.1.10,,CCI-000060,medium,
CCE-92966-1,system_settings_hot_corners_secure,Secure Hot Corners,"Hot corners _MUST_ be secured.

The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image. Although hot comers can be used to initiate a session lock or to launch useful applications, they can also be configured to disable an automatic session lock from initiating. Such a configuration introduces the risk that a user might forget to manually lock the screen before stepping away from the computer.
",Script,"bl_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-bl-corner 2>/dev/null)""
tl_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tl-corner 2>/dev/null)""
tr_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tr-corner 2>/dev/null)""
br_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-br-corner 2>/dev/null)""

if [[ ""$bl_corner"" != ""6"" ]] && [[ ""$tl_corner"" != ""6"" ]] && [[ ""$tr_corner"" != ""6"" ]] && [[ ""$br_corner"" != ""6"" ]]; then
  echo ""0""
fi
",{'integer': 0},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-bl-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tl-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tr-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-br-corner 2>/dev/null
----
",AC-11(1),03.01.10,,,,2.7.1 (level 2),4.3,AC.L2-3.1.10,,,,
CCE-92967-9,system_settings_improve_siri_dictation_disable,Disable Sending Siri and Dictation Information to Apple,"The ability for Apple to store and review audio of your Siri and Dictation interactions _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of Siri and Dictation information will mitigate the risk of unwanted data being sent to Apple.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.assistant.support')\
.objectForKey('Siri Data Sharing Opt-In Status').js
EOS
",{'integer': 2},"Create a configuration profile containing the following keys in the (com.apple.assistant.support) payload type:

[source,xml]
----
<key>Siri Data Sharing Opt-In Status</key>
<integer>2</integer>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","03.01.20
03.04.06",SRG-OS-000095-GPOS-00049,,APPL-14-002210,2.6.3 (level 2),"4.1
4.8","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,CCI-000381,medium,
CCE-92968-7,system_settings_install_macos_updates_enforce,Enforce macOS Updates are Automatically Installed,"Software Update _MUST_ be configured to enforce automatic installation of macOS updates is enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticallyInstallMacOSUpdates').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>AutomaticallyInstallMacOSUpdates</key>
<true/>
----

",,,,,,1.4 (level 1),"7.3
7.4",,,,,
CCE-92969-5,system_settings_internet_accounts_disable,Disable the Internet Accounts System Preference Pane,"The Internet Accounts System Setting _MUST_ be disabled to prevent the addition of unauthorized internet accounts.

[IMPORTANT]
====
Some organizations may allow the use and configuration of the built-in Mail.app, Calendar.app, and Contacts.app for organizational communication. Information System Security Officers (ISSOs) may make the risk-based decision not to disable the Internet Accounts System Preference pane to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====
",Configuration Profile,"/usr/bin/profiles show -output stdout-xml | /usr/bin/xmllint --xpath '//key[text()=""DisabledSystemSettings""]/following-sibling::*[1]' - | /usr/bin/grep -c com.apple.Internet-Accounts-Settings.extension
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>DisabledSystemSettings</key>
<array>
    <string>com.apple.Internet-Accounts-Settings.extension</string>
</array>
----

","CM-7
CM-7(1)
CM-7(5)
AC-20","03.01.20
03.04.06
03.04.08",,,,,"4.8
15.2","AC.L1-3.1.20
CM.L2-3.4.8",,CCI-000381,medium,
CCE-92971-1,system_settings_internet_sharing_disable,Disable Internet Sharing,"If the system does not require Internet sharing, support for it is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling Internet sharing helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('forceInternetSharingOff').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>forceInternetSharingOff</key>
<true/>
----

","AC-4
AC-20","03.01.03
03.01.20",SRG-OS-000095-GPOS-00049,,APPL-14-002007,2.3.3.8 (level 1),"4.1
4.8","AC.L1-3.1.20
AC.L2-3.1.3",,CCI-000381,medium,
CCE-92972-9,system_settings_location_services_disable,Disable Location Services,"Location Services _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities.  Disabling Location Services helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Script,"/usr/bin/sudo -u _locationd /usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.locationd')\
.objectForKey('LocationServicesEnabled').js
EOS
",{'string': 'false'},"[source,bash]
----
/usr/bin/defaults write /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd LocationServicesEnabled -bool false; 
pid=$(/bin/launchctl list | /usr/bin/awk '/com.apple.locationd/ { print $1 }')
kill -9 $pid
----
","CM-7
CM-7(1)
SC-7(10)",03.04.06,SRG-OS-000095-GPOS-00049,,APPL-14-002004,,,"CM.L2-3.4.6
CM.L2-3.4.7",,CCI-000381,medium,
CCE-92973-7,system_settings_location_services_enable,Enable Location Services,"Location Services _MUST_ be enabled.
",Script,"/usr/bin/sudo -u _locationd /usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.locationd')\
.objectForKey('LocationServicesEnabled').js
EOS
",{'string': 'true'},"[source,bash]
----
/usr/bin/defaults write /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd LocationServicesEnabled -bool true; 
pid=$(/bin/launchctl list | /usr/bin/awk '/com.apple.locationd/ { print $1 }')
kill -9 $pid
----
",,,,,,2.6.1.1 (level 2),"4.1
4.8",,,,,
CCE-92974-5,system_settings_location_services_menu_enforce,Ensure Location Services Is In the Menu Bar,"Location Services menu item _MUST_ be enabled.
",Script,"/usr/bin/defaults read /Library/Preferences/com.apple.locationmenu.plist ShowSystemServices
",{'boolean': 1},"[source,bash]
----
/usr/bin/defaults write /Library/Preferences/com.apple.locationmenu.plist ShowSystemServices -bool true
----
",,,,,,2.6.1.2 (level 2),"4.1
4.8",,,,,
